id,Dir_A,Dir_B,Dir_C,Trx_Cod1_Cd_1,Trx_Cod1_Cd_2,Trx_Cod1_Cd_3,Trx_Cod2_Cd,B_amt_min,B_amt_max,B_amt_mean,B_amt_count,C_amt_min,C_amt_max,C_amt_mean,C_amt_count,midnight,morning,afternoon,night,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
UF1B189,28,0,0,0,0,0,132,-1000.0,-1.0,-241.52173913043478,23,0.08,4107.55,1109.52,5,3,0,12,13,0,0,0,0,17,11,0,0,0,0,0,0
U4C2D46,104,0,0,0,0,0,132,-48257.0,-1.0,-3261.8121686746986,83,7.22,42387.7,13417.333333333334,21,1,48,43,12,0,0,0,0,67,37,0,0,0,0,0,0
U1A896B,5,0,0,0,0,0,132,-3700.0,-0.71,-2066.903333333333,3,2500.0,3700.0,3100.0,2,1,2,2,0,0,0,0,0,3,2,0,0,0,0,0,0
UC05687,151,0,0,0,0,0,103,-2000.0,-0.5,-63.351148648648646,148,3.43,6350.39,4187.196666666667,3,19,44,15,73,0,0,0,0,69,82,0,0,0,0,0,0
U36EE90,94,0,0,0,0,0,132,-80000.0,-2.0,-4480.8276000000005,75,19.63,80000.0,19719.398421052632,19,1,37,34,22,0,0,0,0,60,34,0,0,0,0,0,0
UE466EF,6,0,0,0,0,0,201,-8500.0,-99.98,-5699.993333333333,3,2.19,8589.36,5725.953333333334,3,1,1,3,1,0,0,0,0,2,4,0,0,0,0,0,0
UCA5445,42,0,0,0,0,0,132,-13800.0,-3.0,-734.26625,32,0.02,8300.0,3620.4869999999996,10,4,8,11,19,0,0,0,0,19,23,0,0,0,0,0,0
UE89140,7,0,0,0,0,0,133,-5000.0,-2300.0,-3675.0,4,0.19,7379.61,4898.849999999999,3,1,1,3,2,0,0,0,0,3,4,0,0,0,0,0,0
UD45660,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.06,0.06,0.06,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UE87D3E,0,14,0,0,0,0,134,-23500.0,-13.35,-3611.550909090908,11,9727.06,36471.75,19054.11333333333,3,8,5,1,0,0,0,0,0,8,6,0,0,0,0,0,0
U0CAAA4,1,0,0,0,0,0,307,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UD0BA18,6,0,0,0,0,0,132,-1800.0,-200.0,-825.0,4,0.1,3300.0,1650.05,2,1,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0
UF064EF,0,2,0,0,0,0,309,0.0,0.0,0.0,0,0.13,130.0,65.065,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
UE3B4B8,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.02,0.02,0.02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U5D5941,106,0,0,0,0,0,132,-50000.0,-3.0,-16022.981666666667,60,0.45,49750.0,20883.575217391302,46,2,49,47,8,0,0,0,0,60,46,0,0,0,0,0,0
U57AD4B,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.08,0.08,0.08,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U3839EA,2,0,0,0,0,0,213,-62.74,-62.74,-62.74,1,62.74,62.74,62.74,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
U34A127,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.07,0.07,0.07,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U4BEE08,1,0,0,0,0,0,134,-2.46,-2.46,-2.46,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U2F0C0E,722,0,2,0,0,0,132,-47000.0,-0.52,-3854.8536123348017,454,0.52,50000.0,6316.005666666666,270,239,32,120,333,0,0,0,0,400,324,0,0,0,0,0,0
UEE41B4,1,0,0,0,0,0,134,-0.71,-0.71,-0.71,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U047DB5,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.05,0.05,0.05,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UE33BDC,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UC52FA8,158,0,0,0,0,0,132,-12000.0,-0.01,-268.5135570469798,149,0.01,14173.91,4765.278888888889,9,2,40,59,57,0,0,0,0,70,88,0,0,0,0,0,0
UC976D6,4,0,0,0,0,0,134,-20.0,-10.0,-13.333333333333334,3,0.16,0.16,0.16,1,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
U2AA97C,6,0,0,0,0,0,134,-10.0,-10.0,-10.0,5,50.0,50.0,50.0,1,5,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
U6691B2,7,0,0,0,0,0,132,-3310.0,-3.0,-1240.75,4,1.47,5344.0,2552.4900000000002,3,3,2,2,0,0,0,0,0,2,5,0,0,0,0,0,0
U2450F0,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.03,0.03,0.03,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UF3D7A8,3,0,0,0,0,0,136,-10.0,-10.0,-10.0,2,4.23,4.23,4.23,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0
UEE2922,12,0,0,0,0,0,308,-93.53,-0.47,-28.142857142857142,7,2.0,100.0,39.4,5,2,0,4,6,0,0,0,0,0,12,0,0,0,0,0,0
U71B30E,22,0,0,0,0,0,132,-30028.0,-10.0,-4080.794117647059,17,13.31,30000.0,9866.797999999999,5,4,3,5,10,0,0,0,0,10,12,0,0,0,0,0,0
U665333,78,0,0,0,0,0,213,-3100.0,-10.0,-609.7502564102565,39,0.11,3200.0,609.7502564102565,39,5,18,32,23,0,0,0,0,41,37,0,0,0,0,0,0
U19D582,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.04,0.04,0.04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U24AB31,6,0,0,0,0,0,213,-500.0,-5.7,-218.5666666666667,3,5.99,500.0,218.66333333333333,3,0,0,4,2,0,0,0,0,4,2,0,0,0,0,0,0
UC02F97,5,0,0,0,0,0,132,-20000.0,-376.0,-8125.333333333333,3,13.18,7500.0,3756.59,2,1,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0
UDA10C1,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.31,0.31,0.31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
